asset_clas,asset_cd,location_d,steward,maintained,maint_info,life_cycle,asset_type,style
2020/06/03: USED SITE ELEMENT DATE; OAA EXPIRED 2015/09/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,MAH455,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
FL ACR 2,ING999,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
2015/09/24: SPATIAL AS PER 2012 LAYOUT PLAN,BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",RSN014,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",MLR000,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",ERL246,,CALGARY RECREATION,CALGARY RECREATION,,ACTIVE,FLAG POLE,NOT APPLICABLE
"",MCT800,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/22-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
INSTALL DATE UNKNOWN,NEB841,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/03/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",MNI211,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,FLAG POLE,NOT APPLICABLE
"",ALT702,,CALGARY PARKS,CALGARY PARKS,"BOULDERS USED BY DOGS FOR AGILITY; MOVED FROM WALL BUILD IN SANDY BEACH, WHERE THERE DESIGN WAS FOR DOG TRAINING",ACTIVE,DOG EQUIPMENT,NOT APPLICABLE
"",ING037,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,WOOD BIN,NOT APPLICABLE
"",GPK500,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
"",BLN007,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
"",WSP045,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2029/04/01 SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,LITTLE LIBRARY,NOT APPLICABLE
2020/06/03: USED SITE ELEMENT DATE; OAA EXPIRED 2015/09/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,MAH455,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,FIRE PIT,NOT APPLICABLE
"",CIT967,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",ARB411,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,BIKE STAND,UPRIGHT
INSTALL DATE UNKNOWN,NEB846,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/03/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
AGOL - ACR 2,APP574,,CALGARY PARKS,CALGARY PARKS,AGOL PROJECT - INSTALL DATE MAY BE INCORRECT,ACTIVE,BIKE STAND,UPRIGHT
"",SPH989,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,NOT APPLICABLE
"",LIV001,,CALGARY PARKS,CALGARY PARKS,OAA EXPIRES 2024/06/27-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
"",12B001,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
"",MAH050,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2024/07/22-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
"",CRM002,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2025/08/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
"",CAR004,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2027/04/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,INSTALLED,ELECTRIC PLUG IN,NOT APPLICABLE
"",BLN004,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
"",GPK704,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BBQ,NOT APPLICABLE
"",EVN275,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,BIKE STAND,NOT APPLICABLE
"2019/03/14:  SENT EMAIL TO M REID, WHO PUT ME ON TO A KING TO GET PLANS & CCC/FAC DOCS.  INSTALL & ACTIVE DATES USED ARE NOT OFFICIAL, USED THE ORTHO TO DETERMINE",BOW220,,CALGARY PARKS,CALGARY PARKS,AGOL PROJECT - INSTALL DATE MAY BE INCORRECT,ACTIVE,BBQ,NOT APPLICABLE
"",EAU131,,OUTSIDE AGENCY,OUTSIDE AGENCY,2017/09/13: AS PER N CRISP THESE ARE PRIVATELY MAINTAINED,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",CRM006,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2025/08/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
"",RIC700,RICHMOND GREEN DEPOT,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",RSN014,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",GRE001,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,NOT APPLICABLE
DOG PLAY SPACE EQUIPMENT,DNE116,,CALGARY PARKS,CALGARY PARKS,MAINTENANCE AGREEMENT WITH CMLC UNTIL 2027,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
2020/06/03: USED SITE ELEMENT DATE; OAA EXPIRED 2015/09/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,MAH455,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",SAD020,,CALGARY PARKS,DEVELOPER CONSTRUCTION,,INSTALLED,BIKE STAND,NOT APPLICABLE
2019/04/08: USED WARRANTY DATE FROM CCC FOR FAC,BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,NOT APPLICABLE
"",BLN007,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,NOT APPLICABLE
"",WES099,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
2015/09/23: WAS NOT IN GIS AT ALL; REPLICATED EXISTING; 2015/09/24: SPATIAL AS PER 2012 LAYOUT PLAN,BOW220,,CALGARY PARKS,CALGARY PARKS,CONCRETE BASE,ACTIVE,BBQ,NOT APPLICABLE
"",LEG100,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2023/10/30-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
INSTALL DATE UNKNOWN,NEB841,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/03/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",MCT800,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/22-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",WHL472,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",RIV840,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
AGOL - ACR 2,BRD495,,CALGARY PARKS,CALGARY PARKS,AGOL PROJECT - INSTALL DATE MAY BE INCORRECT,ACTIVE,BIKE STAND,UPRIGHT
"",MNI211,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",MAH050,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2024/07/22-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
2020/06/03: USED SITE ELEMENT DATE; OAA EXPIRED 2015/09/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,MAH455,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",EVE954,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
AGOL - ACR 2,FAL096,,CALGARY PARKS,CALGARY PARKS,AGOL PROJECT - INSTALL DATE MAY BE INCORRECT,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
2020/06/03: USED SITE ELEMENT DATE; OAA EXPIRED 2015/09/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,MAH455,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",EAU131,,OUTSIDE AGENCY,OUTSIDE AGENCY,2017/09/13: AS PER N CRISP THESE ARE PRIVATELY MAINTAINED,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",GPK704,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BBQ,NOT APPLICABLE
2015/09/24: SPATIAL AS PER 2012 LAYOUT PLAN,BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",HAY242,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2021/08/16 SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,LITTLE LIBRARY,NOT APPLICABLE
"",WLD050,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BBQ,NOT APPLICABLE
"",RSN014,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",HIL679,,CALGARY PARKS SHARED,DEVELOPER AGREEMENT,,INSTALLED,BIKE STAND,NOT APPLICABLE
"",RAM415,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
2019/04/08: USED WARRANTY DATE FROM CCC FOR FAC,BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,NOT APPLICABLE
"",RIV840,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
"",WIN854,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,FLAG POLE,NOT APPLICABLE
"",EAU121,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
"",WHL493,,CALGARY RECREATION,CALGARY RECREATION,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",MCT800,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/22-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",MCT835,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/22-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
"",ROY301,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
acr 3 location change,BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BBQ,NOT APPLICABLE
"",SHG920,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",WOO352,,CALGARY PARKS,CALGARY PARKS,2018/01/03: LMA EXPIRED 2017/12/31,ACTIVE,BIKE STAND,UPRIGHT
"",09Q787,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
LIGHT RECEPTACLES 20 AMP RECEPTACLES COMPLETE WITH IN USE COVER (MOUNTED TO 4X4 TREATED POSTS),HSN003,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2027/06/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,INSTALLED,ELECTRIC PLUG IN,NOT APPLICABLE
IGNORE ERROR,LIV016,,CALGARY PARKS,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2029/04/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
AGOL - ACR 2,MOP671,,CALGARY PARKS,CALGARY PARKS,AGOL PROJECT - INSTALL DATE MAY BE INCORRECT,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",SDC033,,CALGARY PARKS SHARED,LEASE HOLDER,FLUOR DANIEL LEASE;99 YEAR LEASE;THEY MAINTAIN EVERYTHING INCUDING PATHWAY,ACTIVE,BIKE STAND,UPRIGHT
"",PEN578,,OUTSIDE AGENCY,OUTSIDE AGENCY,,ACTIVE,FLAG POLE,NOT APPLICABLE
"",EAU120,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,NOT APPLICABLE
"",BLN001,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",MLR000,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",DNC130,,CALGARY PARKS,DEVELOPER CONSTRUCTION,"2022/06/27: AS PER A KING, SENIOR PROJECT MANAGER, FAC SCHEDULED TO BE ISSUED AFTER 2023-03-09",INSTALLED,ELECTRIC PLUG IN,NOT APPLICABLE
"",WLD050,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BBQ,NOT APPLICABLE
"",GAW632,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
INSTALL DATE UNKNOWN,NEB841,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/03/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
INSTALL DATE UNKNOWN,NEB841,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/03/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",GPK500,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
INSTALL DATE UNKNOWN,NEB841,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/03/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",ALT701,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,FIRE PIT,NOT APPLICABLE
"",DNW134,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",LKB460,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,BIKE RACK BELONGS TO CBE NOT PARKS,ACTIVE,BIKE STAND,UPRIGHT
"",STA544,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,BIKE STAND,UPRIGHT
ACR 3,PKH200,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BBQ,NOT APPLICABLE
"",CAP670,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,FIRE PIT,NOT APPLICABLE
"",EAU121,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,NOT APPLICABLE
"",VAL076,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",EAU121,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
"",BLN016,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
"",CAP670,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BBQ,NOT APPLICABLE
"",CAP321,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2026/04/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS/Capitol Hill,ACTIVE,LITTLE LIBRARY,NOT APPLICABLE
"",MCT834,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/22-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",RSN014,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",GPK704,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,FIRE PIT,NOT APPLICABLE
"",GPK056,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",CRA137,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2027/02/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
"",EAU121,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
"",ALT702,,CALGARY PARKS,CALGARY PARKS,"BOULDERS USED BY DOGS FOR AGILITY; MOVED FROM WALL BUILD IN SANDY BEACH, WHERE THERE DESIGN WAS FOR DOG TRAINING",ACTIVE,DOG EQUIPMENT,NOT APPLICABLE
"",BOW220,,CALGARY PARKS,CALGARY PARKS,CONCRETE BASE,ACTIVE,BBQ,NOT APPLICABLE
"",EVN019,,CALGARY PARKS,DEVELOPER CONSTRUCTION,,INSTALLED,FLAG POLE,NOT APPLICABLE
2021/03/31: AS PER J ROZEMA-STINSON THIS IS A TI PROJECT; DATES ARE FROM TCA TRACKER HEADER PORTION IN EMAIL SEE R:\Subdivision_Development\TI PROJECTS\ST1\ST1938,ST1938,,CALGARY PARKS,CALGARY PARKS,BIRDHOUSE - SWALLOWS,ACTIVE,BIRDHOUSE,NOT APPLICABLE
"",DOV030,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",ERL246,,CALGARY RECREATION,CALGARY RECREATION,,ACTIVE,FLAG POLE,NOT APPLICABLE
"",BRD774,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
ACR 3,WLD050,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BBQ,NOT APPLICABLE
OAA EXPIRED 2011/12/31-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,AUB200,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",KIL874,,CALGARY RECREATION,CALGARY RECREATION,,ACTIVE,BIKE STAND,UPRIGHT
"",HAW016,,CALGARY PARKS SHARED,LEASE HOLDER,JAMES TOWN ADVANCED PARK GRILL MODEL 100-BKSP,ACTIVE,BBQ,NOT APPLICABLE
"",EVE000,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",TEM153,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,BIKE STAND,UPRIGHT
"",LEG103,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2024/09/27-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",KIL874,,CALGARY RECREATION,CALGARY RECREATION,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",CAP670,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BBQ,NOT APPLICABLE
"",SOW224,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",DNW134,,CALGARY PARKS,CALGARY PARKS,ELECTRIC CONTROL PANEL FOR EVENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",PAN077,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2027/12/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",DRG544,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
"",GPK704,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BBQ,NOT APPLICABLE
"",GPK704,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,FLAG POLE,NOT APPLICABLE
"",BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
"",CAR003,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2027/04/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,INSTALLED,ELECTRIC PLUG IN,NOT APPLICABLE
"",MCT800,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/22-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",WHL493,,CALGARY RECREATION,CALGARY RECREATION,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
2015/09/24: SPATIAL AS PER 2012 LAYOUT PLAN,BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",CAR003,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2027/04/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,INSTALLED,ELECTRIC PLUG IN,NOT APPLICABLE
"",BLN004,,CALGARY PARKS,CALGARY PARKS,DOG POST OR TIE-DOWN RAIL,ACTIVE,DOG EQUIPMENT,NOT APPLICABLE
"",NEB824,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/03/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
"",ARB305,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",DNC100,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",MNI211,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
AGOL - ACR 2,FAL096,,CALGARY PARKS,CALGARY PARKS,AGOL PROJECT - INSTALL DATE MAY BE INCORRECT,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
"",CAR015,,CALGARY PARKS,CALGARY PARKS,"MODEL SCBR1600, SEMI-GLOSS BLACK POWDER COATED FINISH, SURFACE MOUNT",ACTIVE,BIKE STAND,NOT APPLICABLE
ACR 3,WLD050,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,FIRE PIT,NOT APPLICABLE
"",PKD503,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",DNC130,,CALGARY PARKS,DEVELOPER CONSTRUCTION,"ELECTRICAL PANEL, 2022/06/27: AS PER A KING, SENIOR PROJECT MANAGER, FAC SCHEDULED TO BE ISSUED AFTER 2023-03-09",INSTALLED,ELECTRICAL EVENT PANEL,NOT APPLICABLE
"2021/07/05: AS PER MJ KENNY, THIS IS A JOINT COC & PARKS FOUNDATION PROJECT; ANDREW KING IS PM; 1/20/2022: PARKS FOUNDATION HAS NO MAINT RESPONSIBILITIES",BRD899,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,TETHERBALL POLE,NOT APPLICABLE
"",CIT967,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",ACA196,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2025/06/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,BIRDHOUSE,NOT APPLICABLE
"",DOV030,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",RIV884,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
FOOS BALL TABLE,BRD771,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2026/09/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,OTHER EQUIPMENT,NOT APPLICABLE
"",DNC105,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
"",MOP671,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",MCT831,OAA EXPIRES 2023/02/20-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/22-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
GREENWAY,SIG999,,CALGARY PARKS,CALGARY PARKS,GREENWAY,ACTIVE,FLAG POLE,NOT APPLICABLE
